date,uf,city,title,coment,answer,time_answer,coment_client_text,time_client,resolved,business,assessment
2021-07-02 17:07:00,PR,Cascavel,Código do cliente,"Gostaria de saber pq quando fui fazer um cadastro foi solicitado o codigo de cliente, porém não informei e assim não conclui o cadastro? pois não faço ideia de onde encontrar isso. Fui tentar de novo e aparece que já tenho conta, e pede de novo esse codigo de cliente. Por gentileza, me informem onde encontro pois preciso concluir meu cadastro.","Olá Erika,Conforme conversamos, seu cadastro foi realizado, sua documentação anexa em sistema e o mesmo está disponível para que realize seus pedidos. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-07-07 13:39:00,top,2021-07-07 14:17:00,Resolvido,Sim,10
2021-07-01 17:35:00,PB,Guarabira,Aplicativo bloqueado,"A Ambev, bloqueou meu aplicativo de compras dos produtos! Segundo à empresa, o sistema ficaria bloqueado por 45 dias, devido devolução dos produtos, pois, meu bar tem horário de funcionamento e a Ambev retornou com pedido, pois, fecho o bar as 14:00h. Acontece que, já se passaram mais de três meses e ligo para o SAC e eles não desbloqueiam meu aplicativo. Tenho muitos prejuízos pelo fato de ter que comprar cervejas em outros locais. Peço por favor, me ajude a resolver este impasse...","Olá Anderson,Informamos que encaminhamos o seu caso ao time de cadastro e tivemos a devolutiva que realizaram o desbloqueio de sua conta. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-07-05 09:33:00,Agradeço pela resolução rápida do problema!,2021-07-05 10:49:00,Resolvido,Sim,10
2021-07-01 11:29:00,RJ,Nova Iguaçu,CANCELARAM A ENTREGA A 300 METROS DA LOJA COM A ALEGACAO DE QUE O MOTORISTA NAO.PODE FAZER HORAS EXTRAS,"Dia 29/06/2021 estava aguardando um pedido chegar, quando as 15:57h recebi uma ligação do motorista do caminhão pedindo uma referência,pois, não estavam encontrando a loja ( já entregam aqui a 01 ano), informei que estava a 300 m da loja e que eu estava o vendo. O mesmo disse que estava vindo então, o caminhão manobrou tomou outro rumo e foi embora. Após ligar para o motorista novamente o mesmo informou que foi orientado a voltar para a base porque eles não podem fazer horas extras na rua. Liguei paravo supervisor de vendas Matheus que me atende e o mesmo me confirmou a mesma coisas e após ouvir minhas reclamações apenas disse que eu estava certo, porém, fiquei sem a mercadoria para venda na porta da loja e também na plataforma ze delivery que pertence a AMBEV, o prejuízo foi imenso, sequer fizeram contato para se retrataram ou explicar o que houve. Peço providências, pois, não acredito que a AMBEV seja uma bagunça. Como é isso?. Vai embora e pronto.. ?. Falta de respeito para comigo que sou empresa, para com meus clientes e para os clientes do APP ZE DELIVERY. AGUARDO RETORNO E ESPERO QUE OS CULPADOS SEJAM PUNIDOS POR UMA ACAO DESTA NATUREZA. Não liguem, respondam aqui ou através do meu e-mail ou enviem WhatsApp. Pois, a loja fica cheia e não tenho como atender ligações.","Olá, Luciano. :)Enviamos as orientações de seu caso no seu e-mail cadastrado, dá uma olhadinha lá. Solicitamos que a avaliação seja realizada somente após a conclusão, para que não seja encerrado automaticamente o atendimento.Nos preocupamos com a satisfação dos nossos clientes e estamos sempre à disposição.Caso queira, a nossa Central de Atendimento está disponível no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site/app Parceiro Bees.Boas vendas!Abraços,Time AmBev.",2021-07-02 09:51:00,"Boa noite, não acredito que estão preocupados com os clientes, pois, não recebi absolutamente nenhum emai, ligação ou algo parecido, por que não respondem por aqui?. Vocês tem algum receio de se justificarem por escrito aqui?. Informo que se não resolverem meu problema é me ressarcimento do prejuízo que levei, procurarei os meios legais para resolver los, lembrando que tenho por escrito as absurdas justificativas por escrito do motorista da entrega, do supervisor e do vendedor. Aguardo vosso retorno. E ressalto mais uma vez que não recebi e-mail algum!.",2021-07-03 20:13:00,Não resolvido,Não,1
2021-06-30 12:48:00,AM,Manaus,CNPJ Bloqueado,"Somos mercadinho com CNPJ há mais de 30 anos, somos clientes da AMBEV nesse mesmo tempo ou mais, nosso CNPJ foi bloqueado por conta do Certificado Digital que venceu, ele n estava sendo emitido na época por conta da PANDEMIA, fizemos outro certificado tem 2 semanas, estou a 1 semana e meia tentando resolver o desbloqueio pra poder comprar, pois meu estoque esgotou, mas a mesma além de n conseguir resolver, pois diz q tem q ir para os superiores para os mesmos verificarem, ninguém consegue resolver, n consigo falar com ninguém, o vendedor da zona oeste parece orelha de freira, a gente sabe q existe, mas raramente vê, eu acho uma falta de respeito com nosso estabelecimento que vende as cervejas da ambev muito antes dela se tornar essa potência no mercado de bebidas!","Olá Adriana,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que realizaram o desbloqueio de seu cadastro com sucesso. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-07-01 15:18:00,Ok,2021-07-12 14:53:00,Resolvido,Sim,10
2021-06-30 11:57:00,SP,São Paulo,Não consigo fazer pedidos,"Fiz uma alteração recente de endereço e desde que meu endereço foi alterado no sistema eu não consigo mais fazer pedidos. Tanto no App quanto no Site do Parceiro Ambev, todo e qualquer pedido, qualquer produto ou qualquer data de entrega imeditamente aparece como pedido reprovado. Já fiz diversas tentativas e na mesma hoa que faço o pedido aparece como repovado. Já liguei na central, abri diversos chamados e ninguém soluciona o meu problema, ninguém sabe explicar o que está acontecendo.Preciso repor o meu estoque e não consigo comprar. Já fiz pedido pelo 0800 e misteriosamente o meu pedido sumiu do sistema. Ninguém sabe me dizer o porque e como resolver.","Olá Renato,Informamos que encaminhamos o seu caso ao time de vendas e tivemos a devolutiva que realizaram os ajustes em seu cadastro e o mesmo está ativo e disponível para que realize seus pedidos. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-07-05 09:32:00,"Pessoal, aparentemente reativaram meu cadastro, porém mudaram o meu perfil e todos os preços subiram e muito! Sou uma adega e antes deste problema os preços no App/Site eram menores do que estão agora. Solicito que deixem o meu perfil como já era antes e assim viabilizar a compra com vocês.",2021-07-05 10:17:00,Não resolvido,Não,0
2021-06-30 01:56:00,RJ,Queimados,coação de vendedor,"Após a mudança de vendedor.O atual alterou meus preços e disse que se eu quisesse manter meus preços antigos, eu teria que pagar R$1,00 por caixa de cracudinha, ou caso eu compre mais de 500 caixas no mês. Eu pagar apenas R$500,00 no total.Uma empresa renomada, com um porte internacional, a maior empresa de cervejaria no Brasil. Deixar que vendedores façam isso com seus clientes.Tinha um preço de 39,84 na antarctica cracudinha e 43,60 na brahma.Vendedor então, me coage a pagar para ter esses preços.Até me iludiu, mas eu com a minha humildade não quis aceitar essa propina em pagar por fora.Então meus preços subiram para 42,60 e 46,60.Sendo que meu ramo é um mini mercadinho e sou tratado como um cliente que faz um cadastro de casa mesmo sem qualquer diferenciação (não dizendo que sou melhor) mas dizendo que um comércio com vendas razoável eu com fluxo a preço de mercado para clientes tem que ter no minimo uma precificação mais em conta.Vendedor não dá a menor atenção em tentar ajudar o mercadinho a crescer com adesivos na loja, promoções que ele pode incentivar a loja fazer vendendo 5 cervejas antarctica 300ml a R$10,00 ou X brahmas.Tenho prints e audios de whatsapp e testemunhas na loja.Vou postar 1 print no privado.","Olá Davi,Informamos que encaminhamos o seu caso ao time de vendas e tivemos a devolutiva que conforme regra da cia, para que o preço aderido seja mantido é necessário que nossos clientes cumpram regras como exposição de cartazes e preço pré planejado. Caso não ocorra o cumprimento das mesmas os valores não poderão ser mantidos. Ficamos felizes em esclarecer seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-07-07 14:19:00,Muito bom.,2021-07-20 15:34:00,Resolvido,Sim,10
2021-06-29 21:06:00,CE,Fortaleza,Meus pedidos não chegaram,"Solicitei o pedido e não chegou, e ainda está cobrando um boleto, eles estão cobrando um preço alto e não chega meus pedidos! O atendimento está horrível, são super mal informados!","Olá Ana,Informamos que encaminhamos o seu caso ao time de logística e tivemos a devolutiva que realizaram a correção de suas entregas. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-07-05 09:29:00,Foi resolvido com rapidez... obrigada,2021-07-05 13:53:00,Resolvido,Sim,10
2021-06-29 14:39:00,SP,São Paulo,Pontos não entregue,No dia 28/05/21 recebi se não me engano o pedido 9012473944 onde veio faltando minha caixa de Skol que era umã bonificação segundo o pessoal da entrega teriam que levar a mercadoria toda de volta para eu não ficar sem a mercadoria aceitei a mercadoria reclamei com o vendedor ele disse que poderia receber que depois resolviam até agora não resolveram nada e ainda levaram minha caixa vazia embora quero uma solução até agora ninguém resolve nada e não me dão nenhuma posição gostaria da solução do meu problema,"Olá Robson,Informamos que encaminhamos o seu caso ao time de logística e tivemos a devolutiva que realizaram a entrega de sua reposição com sucesso. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-07-07 13:49:00,Achei muito bom aqui pelo reclame aqui mas por outros canais de atendimento não resolvem nada,2021-07-12 14:22:00,Resolvido,Sim,8
2021-06-29 11:43:00,CE,Maracanaú,NÃO RECEBI CÓDIGO DE CLIENTE,"REALIZEI MEU CADASTRO MAIS NÃO CONSIGO ENTRAR NO APP PARCEIRO BEES POR CONTA QUE NÃO RECEBI MEU CÓDIGO DE CLIENTE , ESPERO RECEBER PARA REALIZAR COMPRAS NA BEES.","Olá Luana,Conforme conversamos, seu caso foi solucionado com sucesso. Ficamos felizes e agradecemos a parceria.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-07-01 13:48:00,Foram muito atenciosos na resolução do meu caso recomendo essa empresa Voltaria a fazer negócio como pretendo fazer,2021-07-01 13:53:00,Resolvido,Sim,10
2021-06-29 09:44:00,MG,Belo Horizonte,Erro no cadastro,"Pedi para fazer a troca da distribuidora pois a que consta no meu cadastro não realiza entregas na minha região,mas até hoje o problema não foi solucionado. Obs: o primeiro chamado foi aberto em 21/01/2021 ou seja,5 meses que o problema persiste.","Olá Mateus,Informamos que encaminhamos o seu caso ao time de vendas e tivemos a devolutiva que o supervisor entrou em contato e realizou os devidos alinhamentos. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-07-01 15:00:00,Bom,2021-07-15 15:03:00,Resolvido,Sim,8
